Distance_km,Bed_Elevation_m,Latitude,Longitude
9.704285309424577122e+00,-8.147907233652952073e+02,7.289051913004338701e+01,-5.499539715664543849e+01
9.739445783994344907e+00,-8.152601215130812307e+02,7.289052019581899344e+01,-5.499646746446714474e+01
9.774606258661677316e+00,-8.157309958127127629e+02,7.289052125570901808e+01,-5.499753777242374042e+01
9.809766733426691587e+00,-8.162033462641979895e+02,7.289052230971347512e+01,-5.499860808051448657e+01
9.844927208288646980e+00,-8.166905315857002279e+02,7.289052335783239300e+01,-5.499967838873863002e+01
9.880087683246776109e+00,-8.171828914129395116e+02,7.289052440006571487e+01,-5.500074869709541758e+01
9.915248158301277925e+00,-8.176750743317122669e+02,7.289052543641346915e+01,-5.500181900558412451e+01
9.950408633450935625e+00,-8.181670803420101947e+02,7.289052646687565584e+01,-5.500288931420398342e+01
9.985569108695235840e+00,-8.186706200980086123e+02,7.289052749145226073e+01,-5.500395962295424823e+01
1.002072958403390857e+01,-8.191913350694858309e+02,7.289052851014331225e+01,-5.500502993183417999e+01
1.005589005946618109e+01,-8.196812384578196315e+02,7.289052952294875354e+01,-5.500610024084302552e+01
1.009105053499156668e+01,-8.201718425874977356e+02,7.289053052986864145e+01,-5.500717054998003874e+01
1.012621101060976869e+01,-8.206631474585236674e+02,7.289053153090294757e+01,-5.500824085924448070e+01
1.016137148632005349e+01,-8.212012301845743423e+02,7.289053252605168609e+01,-5.500931116863559822e+01
1.019653196212165547e+01,-8.217391730421350076e+02,7.289053351531482861e+01,-5.501038147815263812e+01
1.023169243801453909e+01,-8.222761210767387183e+02,7.289053449869238932e+01,-5.501145178779486855e+01
1.026685291399772737e+01,-8.228120742883824050e+02,7.289053547618438245e+01,-5.501252209756152922e+01
1.030201339007069983e+01,-8.233890517788124725e+02,7.289053644779077956e+01,-5.501359240745187407e+01
1.033717386623318468e+01,-8.239908789878880953e+02,7.289053741351160909e+01,-5.501466271746516412e+01
1.037233434248442521e+01,-8.245906878321379736e+02,7.289053837334684260e+01,-5.501573302760064621e+01
1.040749481882414251e+01,-8.251884783115664277e+02,7.289053932729648011e+01,-5.501680333785758137e+01
1.044265529525135783e+01,-8.257990604400338270e+02,7.289054027536053582e+01,-5.501787364823520932e+01
1.047781577176602852e+01,-8.264534726715996840e+02,7.289054121753900972e+01,-5.501894395873279819e+01
1.051297624836717226e+01,-8.271047384596524807e+02,7.289054215383188762e+01,-5.502001426934958772e+01
1.054813672505450839e+01,-8.277528578041897163e+02,7.289054308423918371e+01,-5.502108458008483893e+01
1.058329720182728906e+01,-8.283978307052117316e+02,7.289054400876088380e+01,-5.502215489093779865e+01
1.061845767868500090e+01,-8.291055316859875575e+02,7.289054492739698787e+01,-5.502322520190772082e+01
1.065361815562759595e+01,-8.298181831963487411e+02,7.289054584014749594e+01,-5.502429551299387356e+01
1.068877863265363537e+01,-8.305259145834625087e+02,7.289054674701242220e+01,-5.502536582419548239e+01
1.072393910976353126e+01,-8.312287258473324982e+02,7.289054764799175246e+01,-5.502643613551182966e+01
1.075909958695606861e+01,-8.319623867920219027e+02,7.289054854308547249e+01,-5.502750644694214799e+01
1.079426006423097562e+01,-8.327254396269852350e+02,7.289054943229361072e+01,-5.502857675848569841e+01
1.082942054158749734e+01,-8.334817504112028246e+02,7.289055031561613873e+01,-5.502964707014172774e+01
1.086458101902535844e+01,-8.342313191446786504e+02,7.289055119305307073e+01,-5.503071738190949702e+01
1.089974149654381286e+01,-8.349434905657092258e+02,7.289055206460440672e+01,-5.503178769378825308e+01
1.093490197414257636e+01,-8.356647869492226164e+02,7.289055293027013249e+01,-5.503285800577725695e+01
1.097006245182067552e+01,-8.363777284281424045e+02,7.289055379005026225e+01,-5.503392831787574835e+01
1.100522292957805881e+01,-8.370823150024692723e+02,7.289055464394479600e+01,-5.503499863008299542e+01
1.104038340741397484e+01,-8.377785466722032197e+02,7.289055549195370531e+01,-5.503606894239824499e+01
1.107554388532745371e+01,-8.384574862420852241e+02,7.289055633407701862e+01,-5.503713925482073677e+01
1.111070436331868017e+01,-8.391250934761350209e+02,7.289055717031473591e+01,-5.503820956734974601e+01
1.114586484138689926e+01,-8.397841711946369969e+02,7.289055800066682878e+01,-5.503927987998451954e+01
1.118102531953138090e+01,-8.404347193975863775e+02,7.289055882513333984e+01,-5.504035019272430418e+01
1.121618579775136482e+01,-8.410574308878556167e+02,7.289055964371422647e+01,-5.504142050556834675e+01
1.125134627604680659e+01,-8.416425598250291387e+02,7.289056045640950288e+01,-5.504249081851591541e+01
1.128650675441696194e+01,-8.422208927199106938e+02,7.289056126321916906e+01,-5.504356113156625696e+01
1.132166723286131216e+01,-8.427924295725063075e+02,7.289056206414321082e+01,-5.504463144471862535e+01
1.135682771137912006e+01,-8.433564250761476160e+02,7.289056285918165656e+01,-5.504570175797226739e+01
1.139198818997010854e+01,-8.438777318292013661e+02,7.289056364833450630e+01,-5.504677207132644412e+01
1.142714866863374823e+01,-8.443966411278520354e+02,7.289056443160171739e+01,-5.504784238478040947e+01
1.146230914736930373e+01,-8.449131529720990557e+02,7.289056520898331826e+01,-5.504891269833341028e+01
1.149746962617625989e+01,-8.454272673619375382e+02,7.289056598047929469e+01,-5.504998301198470045e+01
1.153263010505410691e+01,-8.459209791211037555e+02,7.289056674608967512e+01,-5.505105332573353394e+01
1.156779058400232429e+01,-8.464073865952691449e+02,7.289056750581441690e+01,-5.505212363957916466e+01
1.160295106302041113e+01,-8.468972667597370219e+02,7.289056825965356268e+01,-5.505319395352084655e+01
1.163811154210784693e+01,-8.473906196145113654e+02,7.289056900760709823e+01,-5.505426426755783353e+01
1.167327202126410945e+01,-8.478762264828344541e+02,7.289056974967498093e+01,-5.505533458168937955e+01
1.170843250048823414e+01,-8.483411558788112643e+02,7.289057048585726761e+01,-5.505640489591472431e+01
1.174359297978016770e+01,-8.488081871881056486e+02,7.289057121615391566e+01,-5.505747521023313595e+01
1.177875345913916227e+01,-8.492719480673839598e+02,7.289057194056493927e+01,-5.505854552464386131e+01
1.181391393856471517e+01,-8.497413769102604419e+02,7.289057265909036687e+01,-5.505961583914615431e+01
1.184907441805653505e+01,-8.502359814400730329e+02,7.289057337173015583e+01,-5.506068615373927599e+01
1.188423489761364493e+01,-8.507398376785813525e+02,7.289057407848430614e+01,-5.506175646842246607e+01
1.191939537723553677e+01,-8.512510482549440667e+02,7.289057477935284624e+01,-5.506282678319497847e+01
1.195455585692169009e+01,-8.517696131691595838e+02,7.289057547433574769e+01,-5.506389709805606714e+01
1.198971633667206760e+01,-8.523099079704202268e+02,7.289057616343303891e+01,-5.506496741300500020e+01
1.202487681648568163e+01,-8.528706108270926052e+02,7.289057684664469150e+01,-5.506603772804101737e+01
1.206003729636202415e+01,-8.534395709440731252e+02,7.289057752397071965e+01,-5.506710804316337260e+01
1.209519777630058357e+01,-8.540167883213578079e+02,7.289057819541112337e+01,-5.506817835837131980e+01
1.213035825630060849e+01,-8.546080295857484543e+02,7.289057886096588845e+01,-5.506924867366410581e+01
1.216551873636205627e+01,-8.552355848413860713e+02,7.289057952063502910e+01,-5.507031898904099876e+01
1.220067921648394638e+01,-8.558703048900862314e+02,7.289058017441854531e+01,-5.507138930450123837e+01
1.223583969666599636e+01,-8.565121897318493893e+02,7.289058082231640867e+01,-5.507245962004408568e+01
1.227100017690746547e+01,-8.571612393666765684e+02,7.289058146432864760e+01,-5.507352993566878752e+01
1.230616065720784036e+01,-8.578454460965785984e+02,7.289058210045526209e+01,-5.507460025137459780e+01
1.234132113756660409e+01,-8.585413652138532825e+02,7.289058273069623795e+01,-5.507567056716077047e+01
1.237648161798325219e+01,-8.592415737871619967e+02,7.289058335505158936e+01,-5.507674088302655946e+01
1.241164209845749333e+01,-8.599460718165087201e+02,7.289058397352128793e+01,-5.507781119897122579e+01
1.244680257898835585e+01,-8.606627398185289621e+02,7.289058458610534785e+01,-5.507888151499400919e+01
1.248196305957532815e+01,-8.613918319766821696e+02,7.289058519280379755e+01,-5.507995183109416359e+01
1.251712354021812423e+01,-8.621217684707175977e+02,7.289058579361659440e+01,-5.508102214727095003e+01
1.255228402091600159e+01,-8.628525493006368379e+02,7.289058638854373839e+01,-5.508209246352361532e+01
1.258744450166845041e+01,-8.635787005884974405e+02,7.289058697758525796e+01,-5.508316277985141340e+01
1.262260498247542095e+01,-8.642665685854702815e+02,7.289058756074113887e+01,-5.508423309625361242e+01
1.265776546333547081e+01,-8.649557633959720988e+02,7.289058813801138115e+01,-5.508530341272943787e+01
1.269292594424855203e+01,-8.656462850200023240e+02,7.289058870939598478e+01,-5.508637372927815790e+01
1.272808642521415123e+01,-8.663381334575656183e+02,7.289058927489494977e+01,-5.508744404589902643e+01
1.276324690623174973e+01,-8.670117833378385512e+02,7.289058983450824769e+01,-5.508851436259129741e+01
1.279840738730037941e+01,-8.676788119352688682e+02,7.289059038823592118e+01,-5.508958467935421055e+01
1.283356786842022146e+01,-8.683483471189528018e+02,7.289059093607795603e+01,-5.509065499618704109e+01
1.286872834959006617e+01,-8.690203888888902384e+02,7.289059147803433802e+01,-5.509172531308902165e+01
1.290388883080963467e+01,-8.696854799072434616e+02,7.289059201410509559e+01,-5.509279563005941327e+01
1.293904931207864095e+01,-8.703331974198951002e+02,7.289059254429017187e+01,-5.509386594709747698e+01
1.297420979339611691e+01,-8.709843910691178053e+02,7.289059306858963794e+01,-5.509493626420245249e+01
1.300937027476177477e+01,-8.716390608549162380e+02,7.289059358700345115e+01,-5.509600658137360085e+01
1.304453075617463575e+01,-8.722972067772867604e+02,7.289059409953161150e+01,-5.509707689861016178e+01
1.307969123763512265e+01,-8.729369244766621705e+02,7.289059460617411901e+01,-5.509814721591141762e+01
1.311485171914178771e+01,-8.735789016222902319e+02,7.289059510693097366e+01,-5.509921753327659388e+01
1.315001220069435739e+01,-8.742244111935517594e+02,7.289059560180220387e+01,-5.510028785070495161e+01
1.318517268229231298e+01,-8.748734531904434562e+02,7.289059609078776703e+01,-5.510135816819574472e+01
1.322033316393491198e+01,-8.755043982485665310e+02,7.289059657388769153e+01,-5.510242848574822006e+01
1.325549364562187193e+01,-8.761230150680229372e+02,7.289059705110196319e+01,-5.510349880336163864e+01
1.329065412735291574e+01,-8.767453435190955133e+02,7.289059752243056778e+01,-5.510456912103526150e+01
1.332581460912683369e+01,-8.773713836017828953e+02,7.289059798787354794e+01,-5.510563943876832127e+01
1.336097509094380698e+01,-8.779943969501272250e+02,7.289059844743086103e+01,-5.510670975656009318e+01
1.339613557280262945e+01,-8.785944707565831777e+02,7.289059890110253548e+01,-5.510778007440980986e+01
1.343129605470278420e+01,-8.791975520070409402e+02,7.289059934888854286e+01,-5.510885039231672522e+01
1.346645653664446129e+01,-8.798048849801740516e+02,7.289059979078889739e+01,-5.510992071028011452e+01
1.350161701862644748e+01,-8.804146757645605703e+02,7.289060022680359907e+01,-5.511099102829921037e+01
1.353677750064846386e+01,-8.809979410071422308e+02,7.289060065693266210e+01,-5.511206134637327381e+01
1.357193798270976437e+01,-8.815772542126475173e+02,7.289060108117605807e+01,-5.511313166450155165e+01
1.360709846480983565e+01,-8.821582848088273749e+02,7.289060149953380119e+01,-5.511420198268329784e+01
1.364225894694816610e+01,-8.827410327956793026e+02,7.289060191200589145e+01,-5.511527230091776630e+01
1.367741942912470954e+01,-8.833151313158252833e+02,7.289060231859231465e+01,-5.511634261920422517e+01
1.371257991133825627e+01,-8.838784658811669033e+02,7.289060271929309920e+01,-5.511741293754190707e+01
1.374774039358852207e+01,-8.844428481122579342e+02,7.289060311410821669e+01,-5.511848325593007303e+01
1.378290087587499890e+01,-8.850082780090964434e+02,7.289060350303768132e+01,-5.511955357436797698e+01
1.381806135819694070e+01,-8.855731231711229157e+02,7.289060388608149310e+01,-5.512062389285486574e+01
1.385322184055383232e+01,-8.861227453927438091e+02,7.289060426323963782e+01,-5.512169421138999326e+01
1.388838232294563113e+01,-8.866726685885171264e+02,7.289060463451212968e+01,-5.512276452997262766e+01
1.392354280537112210e+01,-8.872228927584407074e+02,7.289060499989895447e+01,-5.512383484860200156e+01
1.395870328783026260e+01,-8.877734179025170533e+02,7.289060535940012642e+01,-5.512490516727738310e+01
1.399386377032207029e+01,-8.883174220698169847e+02,7.289060571301564551e+01,-5.512597548599801200e+01
1.402902425284626631e+01,-8.888583824391770349e+02,7.289060606074548332e+01,-5.512704580476314931e+01
1.406418473540257530e+01,-8.893987960005380273e+02,7.289060640258968249e+01,-5.512811612357205604e+01
1.409934521798978402e+01,-8.899386627538973471e+02,7.289060673854822880e+01,-5.512918644242396482e+01
1.413450570060784273e+01,-8.904749199455919779e+02,7.289060706862109384e+01,-5.513025676131814379e+01
1.416966618325600891e+01,-8.910044663269327430e+02,7.289060739280830603e+01,-5.513132708025383977e+01
1.420482666593400367e+01,-8.915326675146435491e+02,7.289060771110985115e+01,-5.513239739923031379e+01
1.423998714864084647e+01,-8.920595235087224637e+02,7.289060802352572921e+01,-5.513346771824680559e+01
1.427514763137649645e+01,-8.925850343091714194e+02,7.289060833005596862e+01,-5.513453803730258329e+01
1.431030811413996773e+01,-8.931053430542442584e+02,7.289060863070052676e+01,-5.513560835639688662e+01
1.434546859693121768e+01,-8.936256838956244337e+02,7.289060892545943204e+01,-5.513667867552898372e+01
1.438062907974880034e+01,-8.941438214224137937e+02,7.289060921433265605e+01,-5.513774899469810009e+01
1.441578956259337119e+01,-8.946597556346147257e+02,7.289060949732022721e+01,-5.513881931390352520e+01
1.445095004546348427e+01,-8.951675365315404633e+02,7.289060977442214551e+01,-5.513988963314448455e+01
1.448611052835885893e+01,-8.956694273340415293e+02,7.289061004563838253e+01,-5.514095995242023918e+01
1.452127101127898534e+01,-8.961692239538009517e+02,7.289061031096896670e+01,-5.514203027173004301e+01
1.455643149422358462e+01,-8.966669263908205494e+02,7.289061057041388381e+01,-5.514310059107315709e+01
1.459159197719144174e+01,-8.971615248313014490e+02,7.289061082397313385e+01,-5.514417091044881403e+01
1.462675246018274500e+01,-8.976511572642997407e+02,7.289061107164670261e+01,-5.514524122985628907e+01
1.466191294319651739e+01,-8.981391791409597545e+02,7.289061131343461852e+01,-5.514631154929482193e+01
1.469707342623224733e+01,-8.986255904612838776e+02,7.289061154933688158e+01,-5.514738186876366655e+01
1.473223390928941967e+01,-8.991103912252702912e+02,7.289061177935346336e+01,-5.514845218826207685e+01
1.476739439236799001e+01,-8.995816277077988161e+02,7.289061200348437808e+01,-5.514952250778932097e+01
1.480255487546651416e+01,-9.000502490719554771e+02,7.289061222172963994e+01,-5.515059282734462442e+01
1.483771535858494417e+01,-9.005180766455055164e+02,7.289061243408922053e+01,-5.515166314692725535e+01
1.487287584172277022e+01,-9.009851104284509802e+02,7.289061264056314826e+01,-5.515273346653646769e+01
1.490803632487924446e+01,-9.014443733505731871e+02,7.289061284115139472e+01,-5.515380378617150825e+01
1.494319680805432426e+01,-9.018964498604464097e+02,7.289061303585398832e+01,-5.515487410583164518e+01
1.497835729124679460e+01,-9.023484838663362098e+02,7.289061322467090065e+01,-5.515594442551611110e+01
1.501351777445637836e+01,-9.028004753682434966e+02,7.289061340760216012e+01,-5.515701474522416703e+01
1.504867825768279488e+01,-9.032500416204758267e+02,7.289061358464773832e+01,-5.515808506495507402e+01
1.508383874092506538e+01,-9.036841111476127253e+02,7.289061375580764945e+01,-5.515915538470807178e+01
1.511899922418291276e+01,-9.041189147300265176e+02,7.289061392108189352e+01,-5.516022570448242135e+01
1.515415970745582364e+01,-9.045550360823706342e+02,7.289061408047047053e+01,-5.516129602427737666e+01
1.518932019074305373e+01,-9.049933195328957254e+02,7.289061423397338046e+01,-5.516236634409218453e+01
1.522448067404432237e+01,-9.054178199211435185e+02,7.289061438159060913e+01,-5.516343666392610601e+01
1.525964115735865256e+01,-9.058379629689827652e+02,7.289061452332218494e+01,-5.516450698377838080e+01
1.529480164068599635e+01,-9.062579704635789994e+02,7.289061465916807947e+01,-5.516557730364827705e+01
1.532996212402560943e+01,-9.066778424049302885e+02,7.289061478912830694e+01,-5.516664762353504159e+01
1.536512260737698199e+01,-9.070924934027684685e+02,7.289061491320288155e+01,-5.516771794343792834e+01
1.540028309073936441e+01,-9.074991881256172519e+02,7.289061503139176068e+01,-5.516878826335618413e+01
1.543544357411271228e+01,-9.079059563688698518e+02,7.289061514369497274e+01,-5.516985858328907710e+01
1.547060405749558143e+01,-9.083127981325255860e+02,7.289061525011251774e+01,-5.517092890323583276e+01
1.550576454088839284e+01,-9.087195487575753532e+02,7.289061535064440989e+01,-5.517199922319573346e+01
1.554092502429016776e+01,-9.091181611321900391e+02,7.289061544529062076e+01,-5.517306954316801892e+01
1.557608550770039280e+01,-9.095171709764852039e+02,7.289061553405115035e+01,-5.517413986315194308e+01
1.561124599111855638e+01,-9.099165782904617572e+02,7.289061561692601288e+01,-5.517521018314675985e+01
1.564640647454391242e+01,-9.103163830741185620e+02,7.289061569391520834e+01,-5.517628050315171606e+01
1.568156695797618383e+01,-9.107180205946388014e+02,7.289061576501873674e+01,-5.517735082316607276e+01
1.571672744141485722e+01,-9.111208311792404402e+02,7.289061583023659807e+01,-5.517842114318908386e+01
1.575188792485918654e+01,-9.115240380847671986e+02,7.289061588956879234e+01,-5.517949146321999621e+01
1.578704840830889289e+01,-9.119276413112181672e+02,7.289061594301530533e+01,-5.518056178325807082e+01
1.582220889176323197e+01,-9.123354673928353122e+02,7.289061599057615126e+01,-5.518163210330255453e+01
1.585736937522145773e+01,-9.127540356013679457e+02,7.289061603225131591e+01,-5.518270242335269415e+01
1.589252985868329127e+01,-9.131736801945576190e+02,7.289061606804081350e+01,-5.518377274340775074e+01
1.592769034214822099e+01,-9.135944011724021721e+02,7.289061609794464403e+01,-5.518484306346697821e+01
1.596285082561573354e+01,-9.140161985349039924e+02,7.289061612196280748e+01,-5.518591338352963049e+01
1.599801130908508462e+01,-9.144569789203630990e+02,7.289061614009528967e+01,-5.518698370359495442e+01
1.603317179255599711e+01,-9.148996799548963281e+02,7.289061615234211899e+01,-5.518805402366221102e+01
1.606833227602748693e+01,-9.153422362299407951e+02,7.289061615870325284e+01,-5.518912434373064002e+01
1.610349275949951320e+01,-9.157847706786166100e+02,7.289061615917873382e+01,-5.519019466379950956e+01
1.613865324297132986e+01,-9.162408977561888150e+02,7.289061615376853354e+01,-5.519126498386806645e+01
1.617381372644219084e+01,-9.167094070577201137e+02,7.289061614247266618e+01,-5.519233530393555753e+01
1.620897420991181548e+01,-9.171788100916545545e+02,7.289061612529111756e+01,-5.519340562400124384e+01
1.624413469337969218e+01,-9.176491068579925923e+02,7.289061610222391607e+01,-5.519447594406437929e+01
1.627929517684484395e+01,-9.181223894891431883e+02,7.289061607327103331e+01,-5.519554626412420362e+01
1.631445566030745553e+01,-9.186077151210819238e+02,7.289061603843248349e+01,-5.519661658417999206e+01
1.634961614376631900e+01,-9.190952141999470086e+02,7.289061599770826660e+01,-5.519768690423097723e+01
1.638477662722115369e+01,-9.195848867257368511e+02,7.289061595109836844e+01,-5.519875722427642017e+01
1.641993711067167894e+01,-9.200767326984531564e+02,7.289061589860281742e+01,-5.519982754431558192e+01
1.645509759411691775e+01,-9.205559091436979315e+02,7.289061584022157092e+01,-5.520089786434770218e+01
1.649025807755635853e+01,-9.210339953737327505e+02,7.289061577595467156e+01,-5.520196818437203490e+01
1.652541856098995510e+01,-9.215148282800880679e+02,7.289061570580209093e+01,-5.520303850438784821e+01
1.656057904441649598e+01,-9.219984078627644521e+02,7.289061562976382902e+01,-5.520410882439437472e+01
1.659573952783593143e+01,-9.224615928134467140e+02,7.289061554783991426e+01,-5.520517914439088258e+01
1.663090001124752249e+01,-9.228968750502913281e+02,7.289061546003031822e+01,-5.520624946437661862e+01
1.666606049465051953e+01,-9.233355219943468910e+02,7.289061536633506933e+01,-5.520731978435082965e+01
1.670122097804487638e+01,-9.237775336456147670e+02,7.289061526675413916e+01,-5.520839010431278382e+01
1.673638146142938155e+01,-9.242186342444352931e+02,7.289061516128754192e+01,-5.520946042426171374e+01
1.677154194480445781e+01,-9.245921368789149710e+02,7.289061504993526341e+01,-5.521053074419690176e+01
1.680670242816842475e+01,-9.249702253485568235e+02,7.289061493269733205e+01,-5.521160106411756630e+01
1.684186291152170512e+01,-9.253528996533602822e+02,7.289061480957371941e+01,-5.521267138402298968e+01
1.687702339486308745e+01,-9.257320200154712211e+02,7.289061468056443971e+01,-5.521374170391240455e+01
1.691218387819252200e+01,-9.260523403336169395e+02,7.289061454566949294e+01,-5.521481202378507902e+01
1.694734436150926626e+01,-9.263505354146834634e+02,7.289061440488886490e+01,-5.521588234364025993e+01
1.698250484481234324e+01,-9.266524111109450814e+02,7.289061425822256979e+01,-5.521695266347718700e+01
1.701766532810193766e+01,-9.269579674224031578e+02,7.289061410567062183e+01,-5.521802298329513548e+01
1.705282581137730347e+01,-9.272515702940535220e+02,7.289061394723300680e+01,-5.521909330309335218e+01
1.708798629463769814e+01,-9.275152259698077160e+02,7.289061378290971049e+01,-5.522016362287108393e+01
1.712314677788260653e+01,-9.277829781105392613e+02,7.289061361270073292e+01,-5.522123394262758467e+01
1.715830726111151705e+01,-9.280548267162475895e+02,7.289061343660610248e+01,-5.522230426236210832e+01
1.719346774432391811e+01,-9.283307717869323596e+02,7.289061325462580498e+01,-5.522337458207390881e+01
1.722862822751906720e+01,-9.286066672603943744e+02,7.289061306675984042e+01,-5.522444490176223297e+01
1.726378871069668008e+01,-9.288861620607781333e+02,7.289061287300819458e+01,-5.522551522142634184e+01
1.729894919385647967e+01,-9.291694891121908313e+02,7.289061267337091010e+01,-5.522658554106549644e+01
1.733410967699725447e+01,-9.294566484146291714e+02,7.289061246784793013e+01,-5.522765586067892940e+01
1.736927016011919278e+01,-9.297569802917853394e+02,7.289061225643929731e+01,-5.522872618026591596e+01
1.740443064322084865e+01,-9.300671831077883098e+02,7.289061203914499742e+01,-5.522979649982568162e+01
1.743959112630241037e+01,-9.303801153687663827e+02,7.289061181596501626e+01,-5.523086681935750164e+01
1.747475160936313188e+01,-9.306957770747203540e+02,7.289061158689938225e+01,-5.523193713886062284e+01
1.750991209240249802e+01,-9.310155476607924356e+02,7.289061135194808116e+01,-5.523300745833429914e+01
1.754507257541976628e+01,-9.313428354886516445e+02,7.289061111111111302e+01,-5.523407777777777738e+01
1.754507257541980536e+01,-9.313428354886516445e+02,7.289061111111111302e+01,-5.523407777777777738e+01
1.776069797827458530e+01,-9.333786447375712214e+02,7.289137128739186267e+01,-5.524011242114931974e+01
1.797632381115299083e+01,-9.351012104123578865e+02,7.289213127802315739e+01,-5.524614760848109540e+01
1.819195007393198438e+01,-9.366150213740440904e+02,7.289289108297856501e+01,-5.525218333971271534e+01
1.840757676648646068e+01,-9.380812780780304365e+02,7.289365070223161069e+01,-5.525821961478373368e+01
1.862320388869461496e+01,-9.396356273400916734e+02,7.289441013575590489e+01,-5.526425643363362639e+01
1.883883144043210933e+01,-9.412568848123158887e+02,7.289516938352500119e+01,-5.527029379620184812e+01
1.905445942157500383e+01,-9.428617284212247114e+02,7.289592844551246742e+01,-5.527633170242776828e+01
1.927008783199984521e+01,-9.443809625609773093e+02,7.289668732169188559e+01,-5.528237015225068518e+01
1.948571667158421761e+01,-9.457938999454663644e+02,7.289744601203683771e+01,-5.528840914560986874e+01
1.970134594020309393e+01,-9.471284107527995957e+02,7.289820451652089162e+01,-5.529444868244451072e+01
1.991697563773254132e+01,-9.484154042351111684e+02,7.289896283511762931e+01,-5.530048876269373892e+01
2.013260576405053826e+01,-9.496964662860731323e+02,7.289972096780064703e+01,-5.530652938629664561e+01
2.034823631903317676e+01,-9.510601216411017731e+02,7.290047891454351259e+01,-5.531257055319223781e+01
2.056386730255733397e+01,-9.526467092628917044e+02,7.290123667531982221e+01,-5.531861226331948700e+01
2.077949871449682107e+01,-9.543780054573239795e+02,7.290199425010314371e+01,-5.532465451661727229e+01
2.099513055473215317e+01,-9.559977921272605954e+02,7.290275163886710175e+01,-5.533069731302445859e+01
2.121076282313618577e+01,-9.573313025295996113e+02,7.290350884158524991e+01,-5.533674065247979712e+01
2.142639551958739119e+01,-9.584382975692533364e+02,7.290426585823121286e+01,-5.534278453492203909e+01
2.164202864396135340e+01,-9.594967559456471236e+02,7.290502268877857261e+01,-5.534882896028982913e+01
2.185766219613449834e+01,-9.605710837364363215e+02,7.290577933320092541e+01,-5.535487392852176214e+01
2.207329617598376004e+01,-9.616334375070458691e+02,7.290653579147186747e+01,-5.536091943955640460e+01
2.228893058338540811e+01,-9.627025218264573141e+02,7.290729206356500924e+01,-5.536696549333222350e+01
2.250456541821549195e+01,-9.638304085774705072e+02,7.290804814945394696e+01,-5.537301208978765032e+01
2.272020068035092777e+01,-9.649830830505411541e+02,7.290880404911229107e+01,-5.537905922886104548e+01
2.293583636966820904e+01,-9.661313099453707309e+02,7.290955976251365200e+01,-5.538510691049071966e+01
2.315147248604263197e+01,-9.672084580413829826e+02,7.291031528963161179e+01,-5.539115513461491247e+01
2.336710902935206491e+01,-9.681091065908325390e+02,7.291107063043982350e+01,-5.539720390117181381e+01
2.358274599947079153e+01,-9.687524467038690545e+02,7.291182578491184074e+01,-5.540325321009955672e+01
2.379838339627854182e+01,-9.691773320081754264e+02,7.291258075302134500e+01,-5.540930306133621031e+01
2.401402121964942893e+01,-9.695818280457649507e+02,7.291333553474191831e+01,-5.541535345481976549e+01
2.422965946946008131e+01,-9.701885960928942723e+02,7.291409013004717110e+01,-5.542140439048819189e+01
2.444529814558765679e+01,-9.710018923394891317e+02,7.291484453891074224e+01,-5.542745586827936677e+01
2.466093724790744446e+01,-9.719407781522941150e+02,7.291559876130624218e+01,-5.543350788813111762e+01
2.487657677629667674e+01,-9.728912720922209019e+02,7.291635279720729557e+01,-5.543956044998122934e+01
2.509221673063172986e+01,-9.737714999019767674e+02,7.291710664658752705e+01,-5.544561355376740153e+01
2.530785711078972255e+01,-9.745204430915678131e+02,7.291786030942058972e+01,-5.545166719942727696e+01
2.552349791664590839e+01,-9.750490625869431369e+02,7.291861378568007979e+01,-5.545772138689846997e+01
2.573913914807595305e+01,-9.753877240781712317e+02,7.291936707533962192e+01,-5.546377611611850966e+01
2.595478080495839635e+01,-9.756328492839049886e+02,7.292012017837289761e+01,-5.546983138702484695e+01
2.617042288716717735e+01,-9.758171261937958434e+02,7.292087309475348889e+01,-5.547588719955491143e+01
2.638606539458089983e+01,-9.760507501220366748e+02,7.292162582445507724e+01,-5.548194355364604746e+01
2.660170832707585831e+01,-9.764549827845582968e+02,7.292237836745128732e+01,-5.548800044923556385e+01
2.681735168452629381e+01,-9.770011635784480859e+02,7.292313072371572957e+01,-5.549405788626067704e+01
2.703299546681059340e+01,-9.775002542685318758e+02,7.292388289322208550e+01,-5.550011586465857505e+01
2.724863967380467145e+01,-9.778058135875164680e+02,7.292463487594400817e+01,-5.550617438436636064e+01
2.746428430538421495e+01,-9.779320700116434182e+02,7.292538667185509382e+01,-5.551223344532110815e+01
2.767992936142711713e+01,-9.780980101745333286e+02,7.292613828092905237e+01,-5.551829304745979954e+01
2.789557484180900815e+01,-9.784161020898245624e+02,7.292688970313950847e+01,-5.552435319071936703e+01
2.811122074640440260e+01,-9.787813003726555507e+02,7.292764093846008677e+01,-5.553041387503668602e+01
2.832686707509278179e+01,-9.789850133741985019e+02,7.292839198686448299e+01,-5.553647510034858925e+01
2.854251382774960888e+01,-9.788643448935307561e+02,7.292914284832635019e+01,-5.554253686659182421e+01
2.875816100425035415e+01,-9.786151572333277500e+02,7.292989352281932725e+01,-5.554859917370308864e+01
2.897380860447154660e+01,-9.785923580211908757e+02,7.293064401031709565e+01,-5.555466202161900924e+01
2.918945662829078813e+01,-9.790427261382584447e+02,7.293139431079330848e+01,-5.556072541027618428e+01
